"dep","name","desc","date"
"pgr","Programa Institucional de Servicio Social y/o Prácticas Profesionales","Convenios de Colaboración con Instituciones Educativas para el Programa Institucional de Servicio Social y/o Prácticas por tipo de carrera y nivel de estudios en oficinas centrales (D.F.)","2015-10-26"
"pgr","Contratos de Honorarios","Histórico de los prestadores de servicios contratados por Honorarios en la Procuraduría General de la República","2015-10-26"
"pgr","Directorio de Servidores Públicos","Directorio de los Servidores Públicos de la Procuraduría General de la República","2015-10-26"
"pgr","Remuneraciones","Remuneración Salarial Presupuestal desglosado por Nivel Tabular de la Procuraduría General de la República","2015-10-26"
"pgr","Tabla de actividades","Número de evaluaciones mensuales aplicadas de Control de Confianza, de Competencias Profesionales y del Desempeño, así como número de Certificados emitidos al personal aprobado de la Procuraduría General de la República.","2015-10-26"
"pgr","Presupuesto de la DGRMSG","Bienes y Servicios Adquiridos","2015-10-26"
"pgr","CENTRO NACIONAL DE CONTROL DE BIENES ASEGURADOS (CENACBA) MENSUAL","Información estadística de los Bienes Asegurados precautoriamente por el Agente del Ministerio Publico Federal; los bienes asegurados son instrumentos, objetos o productos del delito, así como bienes en que puedan existir huellas o pudieran tener relación con un hecho delictivo, estos serán asegurados a fin de que no se alteren, destruyan o desaparezcan con fundamento en la Ley sustantiva de la materia vigente, se desglosa la información por meses, entidad federativa y tipo de bien.","2015-10-26"
"pgr","CENTRO NACIONAL DE CONTROL DE BIENES ASEGURADOS (CENACBA) ANUAL","Información estadística de los Bienes Asegurados precautoriamente por el Agente del Ministerio Publico Federal; los bienes asegurados son instrumentos, objetos o productos del delito, así como bienes en que puedan existir huellas o pudieran tener relación con un hecho delictivo, estos serán asegurados a fin de que no se alteren, destruyan o desaparezcan con fundamento en la Ley sustantiva de la materia vigente, se desglosa la información por año, entidad federativa y tipo de bien.","2015-10-26"
"pgr","VISTAS EMITIDAS POR LA VISITADURÍA GENERAL AL 30 DE SEPTIEMBRE DE 2015","Vistas emitidas por irregularidades en la actuación del Ministerio Público de la Federación, detectadas mediante las evaluaciones técnico-jurídicas y visitas de supervisión e inspección realizadas Visitaduría General, que se dirigen a las autoridades respectivas con el fin de que las conductas sean sancionadas por la vía penal o administrativa","2015-10-26"
"pgr","ATENCION CIUDADANA DGPDSC-CEDAC","ATENCIÓN BRINDADA A LAS DIFERENTES SOLICITUDES POR LA DGPDSC A TRAVES DEL CEDAC. (PSICOLOGICAS, LEGALES, SOCIALES), ASI COMO CANALIZACIÓN A DIFERENTES ENTIDADES PÚBLICAS","2015-10-26"
"pgr","Leyes y Reglamentos","Ley Orgánica de la Procuraduría General de la República y su Reglamento, así como el Reglamento del Servicio de Carrera de Procuración de Justicia Federal","2015-10-26"
"pgr","PERSONAS INDÍGENAS INTERNAS POR SITUACIÓN JURÍDICA","NÚMERO DE PERSONAS INDÍGENAS INTERNAS EN LOS DIVERSOS CENTROS FEDERALES Y ESTATALES DE REINSERCIÓN SOCIAL DEL PAÍS, INVOLUCRADAS EN DELITOS DEL ORDEN FEDERAL DEL 01 DE ENERO AL 30 DE SEPTIEMBRE DE 2015, POR SITUACIÓN JURÍDICA","2015-10-26"
"pgr","PERSONAS INDÍGENAS INTERNAS POR GÉNERO","NÚMERO DE PERSONAS INDÍGENAS INTERNAS EN LOS DIVERSOS CENTROS FEDERALES Y ESTATALES DE REINSERCIÓN SOCIAL DEL PAÍS, INVOLUCRADAS EN DELITOS DEL ORDEN FEDERAL DEL 01 DE ENERO AL 30 DE SEPTIEMBRE DE 2015, POR GÉNERO","2015-10-26"
"pgr","PERSONAS INDÍGENAS INTERNAS POR DELITO","NÚMERO DE PERSONAS INDÍGENAS INTERNAS EN LOS DIVERSOS CENTROS FEDERALES Y ESTATALES DE REINSERCIÓN SOCIAL DEL PAÍS, INVOLUCRADAS EN DELITOS DEL ORDEN FEDERAL DEL 01 DE ENERO AL 30 DE SEPTIEMBRE DE 2015, POR DELITO","2015-10-26"
"pgr","PERSONAS INDÍGENAS INTERNAS POR ETNIA","NÚMERO DE PERSONAS INDÍGENAS INTERNAS EN LOS DIVERSOS CENTROS FEDERALES Y ESTATALES DE REINSERCIÓN SOCIAL DEL PAÍS, INVOLUCRADAS EN DELITOS DEL ORDEN FEDERAL DEL 01 DE ENERO AL 30 DE SEPTIEMBRE DE 2015, POR ETNIA","2015-10-26"
"pgr","SISTEMA ALERTA TEMPRANA PROTOCOLO","ACUERDOS DE CARÁCTER SUSTANTIVO QUE RIGEN LA ACTUACIÓN, OBLIGACIONES Y ATRIBUCIONES DE LA FEADLE, EMITIDOS POR LA PROCURADURÍA GENERAL DE LA REPÚBLICA, ATRIBUCIONES.  MANUAL DE MEDIDAS PREVENTIVAS Y DE PROTECCIÓN A PERIODISTAS, DONDE SE DESCRIBEN LAS ACCIONES QUE DEBEN OBSERVAR LOS PERIODISTAS AL REALIZAR SU ACTIVIDADES.  MANUAL DE PROTOCOLO DE MEDIDAS PREVENTIVAS DE PROTECCIÓN Y URGENTES DE PROTECCIÓN, MEDIDAS EXISTENTES A FAVOR DE LOS PERIODISTAS SUJETAS A UNA EVALUACIÓN PREVIA PARA DETERMINAR LA IDONEIDAD DE CADA UNA DEPENDIENDO DEL GRADO RIESGO QUE SE ENCUENTRE CADA UNA DE LAS PERSONAS ","2015-10-26"
"pgr","SISTEMA ALERTA TEMPRANA MANUAL","ACUERDOS DE CARÁCTER SUSTANTIVO QUE RIGEN LA ACTUACIÓN, OBLIGACIONES Y ATRIBUCIONES DE LA FEADLE, EMITIDOS POR LA PROCURADURÍA GENERAL DE LA REPÚBLICA, ATRIBUCIONES.  MANUAL DE MEDIDAS PREVENTIVAS Y DE PROTECCIÓN A PERIODISTAS, DONDE SE DESCRIBEN LAS ACCIONES QUE DEBEN OBSERVAR LOS PERIODISTAS AL REALIZAR SU ACTIVIDADES.  MANUAL DE PROTOCOLO DE MEDIDAS PREVENTIVAS DE PROTECCIÓN Y URGENTES DE PROTECCIÓN, MEDIDAS EXISTENTES A FAVOR DE LOS PERIODISTAS SUJETAS A UNA EVALUACIÓN PREVIA PARA DETERMINAR LA IDONEIDAD DE CADA UNA DEPENDIENDO DEL GRADO RIESGO QUE SE ENCUENTRE CADA UNA DE LAS PERSONAS ","2015-10-26"
"pgr","COMISIONES","SE DETALLAN EL NÚMERO DE COMISIONES MIMISTRALES REALIZADA POR AÑO POR PERSONAL DE LA FEADLE A PARTIR DEL 5 DE JULIO DE 2010 AL MES DE SEPTIEMBRE DE 2015","2015-10-26"
"pgr","MARCO JURÍDICO","ACUERDOS DE CARÁCTER SUSTANTIVO QUE RIGEN LA ACTUACIÓN, OBLIGACIONES Y ATRIBUCIONES DE LA FEADLE, EMITIDOS POR LA PROCURADURÍA GENERAL DE LA REPÚBLICA, ATRIBUCIONES.  MANUAL DE MEDIDAS PREVENTIVAS Y DE PROTECCIÓN A PERIODISTAS, DONDE SE DESCRIBEN LAS ACCIONES QUE DEBEN OBSERVAR LOS PERIODISTAS AL REALIZAR SU ACTIVIDADES.  MANUAL DE PROTOCOLO DE MEDIDAS PREVENTIVAS DE PROTECCIÓN Y URGENTES DE PROTECCIÓN, MEDIDAS EXISTENTES A FAVOR DE LOS PERIODISTAS SUJETAS A UNA EVALUACIÓN PREVIA PARA DETERMINAR LA IDONEIDAD DE CADA UNA DEPENDIENDO DEL GRADO RIESGO QUE SE ENCUENTRE CADA UNA DE LAS PERSONAS ","2015-10-26"
"pgr","CURSO DE CAPACITACIÓN EN MATERIA DE DERECHOS HUMANOS","Número de cursos impartidos en materia de derechos humanos por parte PGR a través de la Dirección General de Promoción de la Cultura en Derechos Humanos, dirigidos principalmente a servidores públicos","2015-10-26"
"pgr","Cumplimiento de Mandamientos Ministeriales","Son las órdenes ministeriales  emitidas por el Agente del Ministerio Público Federal, que son atendidas por la Policía Federal Ministerial","2015-10-26"
"pgr","BASE GENERAL AEREONAVES ASEGURADAS","Relación de aeronaves aseguradas hasta 1995, así como su situación legal","2015-10-26"
"pgr","Estadísticas sobre desaparición","CONJUNTO DE DATOS DE PERSONAS DESAPARECIDAS DENUNCIADAS EN EL FUERO FEDERAL","2015-10-26"
"pgr","Presupuesto   ","SE DETALLAN LAS CANTIDADES EN PESOS DEL PRESUPUESTO ASIGANDO A LA FEADLE, POR AÑO DESDE 2010 AL 2015","2015-10-26"
"pgr","Cohecho Internacional ","Número de investigaciones existente por la probable comisión del delito de cohecho internacional ","2015-10-26"
